,Disease_ID,Disease_Name,Target_ID,Target_Symbol,score,evidenceCount,id
484244,MONDO_0010826,childhood absence epilepsy,ENSG00000166206,GABRB3,0.7652733057520498,301.0,2562
484264,MONDO_0010826,childhood absence epilepsy,ENSG00000196557,CACNA1H,0.7551241392243813,661.0,8912
484273,MONDO_0010829,CARASIL syndrome,ENSG00000166033,HTRA1,0.7164769167041701,31.0,5654
484275,MONDO_0010830,neuronal ceroid lipofuscinosis 8,ENSG00000182372,CLN8,0.8187759454138682,154.0,2055
484313,MONDO_0010839,autosomal dominant congenital benign spinal muscular atrophy,ENSG00000111199,TRPV4,0.7437628485750922,129.0,59341
484379,MONDO_0010842,multiple cutaneous and mucosal venous malformations,ENSG00000120156,TEK,0.7502615904992178,126.0,7010
484583,MONDO_0010848,spinocerebellar ataxia type 5,ENSG00000173898,SPTBN2,0.7683560901394245,117.0,6712
484838,MONDO_0010854,Toriello-Lacassie-Droste syndrome,ENSG00000133703,KRAS,0.6373436906797226,15.0,3845
485093,MONDO_0010857,semantic dementia,ENSG00000080815,PSEN1,0.6364986386236531,5.0,5663
485119,MONDO_0010857,semantic dementia,ENSG00000186868,MAPT,0.7611512316127145,50.0,4137
485187,MONDO_0010866,infantile osteopetrosis with neuroaxonal dysplasia,ENSG00000081087,OSTM1,0.6080023667791237,98.0,28962
485412,MONDO_0010870,tibial muscular dystrophy,ENSG00000155657,TTN,0.7940510443243615,3501.0,7273
485569,MONDO_0010878,hereditary spastic paraplegia 6,ENSG00000170113,NIPA1,0.7311661307370099,222.0,123606
485625,MONDO_0010879,CODAS syndrome,ENSG00000196365,LONP1,0.826634866319798,60.0,9361
485750,MONDO_0010886,2q37 microdeletion syndrome,ENSG00000068024,HDAC4,0.6757925175717164,32.0,9759
486267,MONDO_0010895,ABCD syndrome,ENSG00000136160,EDNRB,0.7090331361471511,25.0,1910
486362,MONDO_0010898,Autosomal dominant epilepsy with auditory features,ENSG00000108231,LGI1,0.7370172751739413,344.0,9211
486826,MONDO_0010914,"carnitine palmitoyl transferase II deficiency, severe infantile form",ENSG00000157184,CPT2,0.7973812525581367,196.0,1376
486871,MONDO_0010916,polycystic kidney disease 3 with or without polycystic liver disease,ENSG00000089597,GANAB,0.7686364256082382,49.0,23193
486987,MONDO_0010924,D-2-hydroxyglutaric aciduria,ENSG00000180902,D2HGDH,0.7274749905613849,241.0,728294
486988,MONDO_0010924,D-2-hydroxyglutaric aciduria,ENSG00000182054,IDH2,0.716854710827242,103.0,3418
487008,MONDO_0010926,familial hypocalciuric hypercalcemia 3,ENSG00000042753,AP2S1,0.6769003465404444,18.0,1175
487299,MONDO_0010933,autosomal recessive nonsyndromic hearing loss 4,ENSG00000091137,SLC26A4,0.8226975128838933,423.0,5172
487387,MONDO_0010933,autosomal recessive nonsyndromic hearing loss 4,ENSG00000177807,KCNJ10,0.6394911450237325,133.0,3766
487575,MONDO_0010938,T-B+ severe combined immunodeficiency due to JAK3 deficiency,ENSG00000105639,JAK3,0.8158648134441202,524.0,3718
488122,MONDO_0010939,low phospholipid associated cholelithiasis,ENSG00000005471,ABCB4,0.8206073622279249,72.0,5244
488770,MONDO_0010949,Charcot-Marie-Tooth disease type 2B,ENSG00000075785,RAB7A,0.7397570389489592,132.0,7879
488801,MONDO_0010952,hereditary hyperferritinemia with congenital cataracts,ENSG00000087086,FTL,0.7778550357329534,123.0,2512
489061,MONDO_0010953,Fanconi anemia complementation group E,ENSG00000112039,FANCE,0.8140690717969942,389.0,2178
489127,MONDO_0010959,van den Ende-Gupta syndrome,ENSG00000244486,SCARF2,0.770990641139444,36.0,91179
489354,MONDO_0010961,obesity due to prohormone convertase I deficiency,ENSG00000175426,PCSK1,0.7395386051875018,124.0,5122
489443,MONDO_0010966,achondrogenesis type IB,ENSG00000155850,SLC26A2,0.7585263212949201,507.0,1836
489456,MONDO_0010967,autosomal recessive nonsyndromic hearing loss 7,ENSG00000165091,TMC1,0.6956549120742471,100.0,117531
489596,MONDO_0010976,"epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive",ENSG00000186847,KRT14,0.7083475463325459,19.0,3861
489607,MONDO_0010977,Brody myopathy,ENSG00000196296,ATP2A1,0.7582404370840274,511.0,487
489851,MONDO_0010979,Timothy syndrome,ENSG00000151067,CACNA1C,0.7787861715296083,317.0,775
490048,MONDO_0010983,dystonia 9,ENSG00000117394,SLC2A1,0.7910841094746631,137.0,6513
490069,MONDO_0010986,autosomal recessive nonsyndromic hearing loss 9,ENSG00000115155,OTOF,0.7992820601857538,335.0,9381
490362,MONDO_0010995,Charcot-Marie-Tooth disease type 1C,ENSG00000189067,LITAF,0.7716111535356487,169.0,9516
490395,MONDO_0010997,"supranuclear palsy, progressive, 1",ENSG00000186868,MAPT,0.6828347129047476,8.0,4137
490401,MONDO_0010998,ALG3-congenital disorder of glycosylation,ENSG00000214160,ALG3,0.8148582850297371,117.0,10195
490751,MONDO_0011010,Matthew-Wood syndrome,ENSG00000137868,STRA6,0.8174856451990575,152.0,64220
491168,MONDO_0011013,autosomal dominant hypocalcemia 1,ENSG00000036828,CASR,0.8189417055159848,1732.0,846
491341,MONDO_0011017,Naxos disease,ENSG00000173801,JUP,0.7767696651756179,772.0,3728
491406,MONDO_0011018,brachyolmia-amelogenesis imperfecta syndrome,ENSG00000168056,LTBP3,0.7644664061936716,419.0,4054
491661,MONDO_0011023,hereditary mixed polyposis syndrome,ENSG00000107779,BMPR1A,0.7250419541820151,31.0,657
491878,MONDO_0010631,incontinentia pigmenti,ENSG00000269335,IKBKG,0.8349552563575428,103.0,8517
491880,MONDO_0010632,"developmental and epileptic encephalopathy, 1",ENSG00000004848,ARX,0.7639806480837614,363.0,170302
491917,MONDO_0010635,hypogonadotropic hypogonadism 1 with or without anosmia,ENSG00000011201,ANOS1,0.805003962274323,109.0,3730
492292,MONDO_0010645,oculocerebrorenal syndrome,ENSG00000122126,OCRL,0.8714899615283949,379.0,4952
492334,MONDO_0010649,isolated congenital megalocornea,ENSG00000101938,CHRDL1,0.7239042742565851,11.0,91851
492700,MONDO_0010650,Melnick-Needles syndrome,ENSG00000196924,FLNA,0.7796957125032156,18.0,2316
492860,MONDO_0010651,Menkes disease,ENSG00000165240,ATP7A,0.8535571304057867,1160.0,538
492939,MONDO_0010653,Renpenning syndrome,ENSG00000102103,PQBP1,0.7890675272467175,65.0,10084
492946,MONDO_0010654,Partington syndrome,ENSG00000004848,ARX,0.7555254262902528,24.0,170302
492976,MONDO_0010655,X-linked intellectual disability with marfanoid habitus,ENSG00000125351,UPF3B,0.6276155260017077,71.0,65109
492989,MONDO_0010655,X-linked intellectual disability with marfanoid habitus,ENSG00000184634,MED12,0.7580786242208857,63.0,9968
493006,MONDO_0010657,"methylmalonic acidemia with homocystinuria, type cblX",ENSG00000172534,HCFC1,0.7700158588605995,242.0,3054
493023,MONDO_0010659,FRAXE intellectual disability,ENSG00000155966,AFF2,0.7025025578108391,36.0,2334
493112,MONDO_0010663,"intellectual disability-hypotonic facies syndrome, X-linked, 1",ENSG00000085224,ATRX,0.7663362655643637,76.0,546
493139,MONDO_0010664,syndromic X-linked intellectual disability Snyder type,ENSG00000102172,SMS,0.7906048484191769,61.0,6611
493320,MONDO_0010669,syndactyly type 8,ENSG00000196468,FGF16,0.6804749455325858,9.0,8823
493331,MONDO_0010674,mucopolysaccharidosis type 2,ENSG00000010404,IDS,0.8686144125558171,787.0,3423
494613,MONDO_0010679,Duchenne muscular dystrophy,ENSG00000198947,DMD,0.8429460738078433,7479.0,1756
494724,MONDO_0010680,X-linked Emery-Dreifuss muscular dystrophy,ENSG00000102119,EMD,0.7916542215830639,316.0,2010
494854,MONDO_0010683,X-linked centronuclear myopathy,ENSG00000171100,MTM1,0.8573602814739117,561.0,4534
494889,MONDO_0010684,X-linked myopathy with excessive autophagy,ENSG00000160131,VMA21,0.7162785551339649,60.0,203547
494950,MONDO_0010689,Charcot-Marie-Tooth disease X-linked recessive 4,ENSG00000156709,AIFM1,0.7289783135518949,31.0,9131
495164,MONDO_0010691,Norrie disease,ENSG00000124479,NDP,0.8538594841567207,146.0,4693
495759,MONDO_0010699,Charcot-Marie-Tooth disease X-linked recessive 5,ENSG00000147224,PRPS1,0.7675491403717608,28.0,5631
495769,MONDO_0010702,orofaciodigital syndrome I,ENSG00000046651,OFD1,0.8193087500939272,419.0,8481
495917,MONDO_0010704,otopalatodigital syndrome type 1,ENSG00000196924,FLNA,0.7950310862578605,73.0,2316
495991,MONDO_0010709,early-onset parkinsonism-intellectual disability syndrome,ENSG00000155961,RAB39B,0.7424961941686407,13.0,116442
496129,MONDO_0010711,TARP syndrome,ENSG00000182872,RBM10,0.7684274100072149,36.0,8241
496135,MONDO_0010713,"properdin deficiency, X-linked",ENSG00000126759,CFP,0.6841867592064691,11.0,5199
496170,MONDO_0010714,Pelizaeus-Merzbacher disease,ENSG00000123560,PLP1,0.8358731276239176,206.0,5354
496269,MONDO_0010717,pyruvate dehydrogenase E1-alpha deficiency,ENSG00000131828,PDHA1,0.8502962838859417,347.0,5160
496906,MONDO_0010720,partial androgen insensitivity syndrome,ENSG00000169083,AR,0.8177133925314793,156.0,367
497821,MONDO_0010725,X-linked retinoschisis,ENSG00000102104,RS1,0.822735357170931,173.0,6247
498636,MONDO_0010726,Rett syndrome,ENSG00000169057,MECP2,0.8806713742974454,1898.0,4204
498665,MONDO_0010726,Rett syndrome,ENSG00000176165,FOXG1,0.7279233467730167,490.0,2290
498810,MONDO_0010731,Simpson-Golabi-Behmel syndrome,ENSG00000147257,GPC3,0.7075856748847147,125.0,2719
498940,MONDO_0010733,hereditary spastic paraplegia 2,ENSG00000123560,PLP1,0.8022227751469301,124.0,5354
499280,MONDO_0010735,Kennedy disease,ENSG00000169083,AR,0.7728281916068408,314.0,367
499548,MONDO_0010743,thrombocytopenia 1,ENSG00000015285,WAS,0.7963600449115094,299.0,7454
499808,MONDO_0010745,beta-thalassemia-X-linked thrombocytopenia syndrome,ENSG00000102145,GATA1,0.6460928025403911,34.0,2623
500706,MONDO_0010747,X-linked dystonia-parkinsonism,ENSG00000147133,TAF1,0.6560083773423163,39.0,6872
501123,MONDO_0010752,"VACTERL association, X-linked, with or without hydrocephalus",ENSG00000156925,ZIC3,0.7502058249821791,44.0,7547
501166,MONDO_0010753,"cardiac valvular dysplasia, X-linked",ENSG00000196924,FLNA,0.739691445739287,76.0,2316
501181,MONDO_0010758,Wieacker-Wolff syndrome,ENSG00000126970,ZC4H2,0.792235084333768,45.0,55906
501545,MONDO_0010765,"46,XY complete gonadal dysgenesis",ENSG00000139549,DHH,0.6269170138125384,58.0,50846
501694,MONDO_0010765,"46,XY complete gonadal dysgenesis",ENSG00000169297,NR0B1,0.6379300536592609,62.0,190
501787,MONDO_0010765,"46,XY complete gonadal dysgenesis",ENSG00000184895,SRY,0.6521751794671405,78.0,6736
501963,MONDO_0010421,Bruton-type agammaglobulinemia,ENSG00000010671,BTK,0.8024018930060626,164.0,695
502792,MONDO_0010427,syndromic X-linked intellectual disability Raymond type,ENSG00000188706,ZDHHC9,0.7613598881106002,131.0,51114
502793,MONDO_0010432,"thrombophilia, X-linked, due to factor 9 defect",ENSG00000101981,F9,0.7104884015970127,202.0,2158
502796,MONDO_0010435,"nystagmus 6, congenital, X-linked",ENSG00000101850,GPR143,0.6900675755556107,13.0,4935
502805,MONDO_0010437,severe X-linked mitochondrial encephalomyopathy,ENSG00000156709,AIFM1,0.8034441682354383,62.0,9131
502861,MONDO_0010441,CK syndrome,ENSG00000147383,NSDHL,0.7800511039195588,41.0,50814
503068,MONDO_0010444,X-linked dyserythropoetic anemia with abnormal platelets and neutropenia,ENSG00000102145,GATA1,0.7380942097619304,34.0,2623
504163,MONDO_0010455,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",ENSG00000102158,MAGT1,0.7514517557430528,137.0,84061
504625,MONDO_0010457,Ogden syndrome,ENSG00000102030,NAA10,0.8029861936607583,59.0,8260
504677,MONDO_0010459,amyotrophic lateral sclerosis type 15,ENSG00000188021,UBQLN2,0.7962684212331884,77.0,29978
504697,MONDO_0010461,syndromic X-linked intellectual disability Nascimento type,ENSG00000077721,UBE2A,0.7270045205862136,22.0,7319
504836,MONDO_0010466,multiple congenital anomalies-hypotonia-seizures syndrome 2,ENSG00000165195,PIGA,0.8097602798673719,191.0,5277
504924,MONDO_0010472,"developmental and epileptic encephalopathy, 36",ENSG00000101901,ALG13,0.7354846197655064,520.0,79868
504993,MONDO_0010475,X-linked central congenital hypothyroidism with late-onset testicular enlargement,ENSG00000147255,IGSF1,0.7520643758593932,32.0,3547
505104,MONDO_0010476,neurodegeneration with brain iron accumulation 5,ENSG00000196998,WDR45,0.7878279080730893,312.0,11152
505111,MONDO_0010477,"blepharophimosis - intellectual disability syndrome, MKB type",ENSG00000184634,MED12,0.659529295720113,55.0,9968
505113,MONDO_0010478,SLC35A2-congenital disorder of glycosylation,ENSG00000102100,SLC35A2,0.7986686844581469,172.0,7355
505368,MONDO_0010483,"X-linked intellectual disability, Cantagrel type",ENSG00000050030,NEXMIF,0.775437985611388,113.0,340533
505370,MONDO_0010490,SSR4-congenital disorder of glycosylation,ENSG00000180879,SSR4,0.7546835975416321,23.0,6748
505380,MONDO_0010498,MEND syndrome,ENSG00000147155,EBP,0.7908623183950795,26.0,10682
505397,MONDO_0010504,immunodeficiency 47,ENSG00000071553,ATP6AP1,0.7442542690549647,22.0,537
505493,MONDO_0010518,Wiskott-Aldrich syndrome,ENSG00000015285,WAS,0.8335568973483783,545.0,7454
506189,MONDO_0010519,alpha thalassemia-X-linked intellectual disability syndrome,ENSG00000085224,ATRX,0.8149564635257586,1169.0,546
506235,MONDO_0010520,X-linked Alport syndrome,ENSG00000188153,COL4A5,0.836724651238596,690.0,1287
506240,MONDO_0010523,X-linked reticulate pigmentary disorder,ENSG00000101868,POLA1,0.6777214543889883,16.0,5422
506523,MONDO_0010526,Fabry disease,ENSG00000102393,GLA,0.8984516110494808,1562.0,2717
506914,MONDO_0010532,infantile-onset X-linked spinal muscular atrophy,ENSG00000130985,UBA1,0.7370452027321875,330.0,7317
506940,MONDO_0010533,Arts syndrome,ENSG00000147224,PRPS1,0.7527511337896734,52.0,5631
507111,MONDO_0010537,Borjeson-Forssman-Lehmann syndrome,ENSG00000156531,PHF6,0.8153419669575823,89.0,84295
507326,MONDO_0010542,dilated cardiomyopathy 3B,ENSG00000198947,DMD,0.7292520135728414,464.0,1756
507354,MONDO_0010543,Barth syndrome,ENSG00000102125,TAFAZZIN,0.7901486117352422,265.0,6901
507531,MONDO_0010545,Nance-Horan syndrome,ENSG00000188158,NHS,0.7982062325150514,116.0,4810
507720,MONDO_0010549,Charcot-Marie-Tooth disease X-linked dominant 1,ENSG00000169562,GJB1,0.8442583102031329,182.0,2705
507865,MONDO_0010555,X-linked chondrodysplasia punctata 1,ENSG00000157399,ARSL,0.7968250812386276,51.0,415
508100,MONDO_0010557,choroideremia,ENSG00000188419,CHM,0.7996119015779337,178.0,1121
508236,MONDO_0010559,MASA syndrome,ENSG00000198910,L1CAM,0.8135223107710029,58.0,3897
508267,MONDO_0010560,"cleft palate with or without ankyloglossia, X-linked",ENSG00000122145,TBX22,0.7418321072255719,60.0,50945
508361,MONDO_0010561,Coffin-Lowry syndrome,ENSG00000177189,RPS6KA3,0.829838116670454,185.0,6197
508437,MONDO_0010563,blue cone monochromacy,ENSG00000102076,OPN1LW,0.6006513812641773,13.0,5956
508536,MONDO_0010563,blue cone monochromacy,ENSG00000268221,OPN1MW,0.6207781406474707,9.0,2652
508644,MONDO_0010569,X-linked complicated corpus callosum dysgenesis,ENSG00000198910,L1CAM,0.7115278117913952,23.0,3897
508652,MONDO_0010570,craniofrontonasal syndrome,ENSG00000090776,EFNB1,0.8143614187316226,93.0,1947
508788,MONDO_0010571,otopalatodigital syndrome type 2,ENSG00000196924,FLNA,0.8200881069752525,1613.0,2316
508814,MONDO_0010572,occipital horn syndrome,ENSG00000165240,ATP7A,0.7952720149110265,832.0,538
508935,MONDO_0010574,syndromic X-linked intellectual disability 5,ENSG00000182287,AP1S2,0.7837503503305099,27.0,8905
509052,MONDO_0010576,X-linked mixed hearing loss with perilymphatic gusher,ENSG00000196767,POU3F4,0.7337878332607629,47.0,5456
509054,MONDO_0010578,deafness dystonia syndrome,ENSG00000126953,TIMM8A,0.6853537300995515,22.0,1678
509315,MONDO_0010580,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,ENSG00000049768,FOXP3,0.843552789362578,420.0,50943
509550,MONDO_0010584,"dyskeratosis congenita, X-linked",ENSG00000130826,DKC1,0.8568524623557203,97.0,1736
509576,MONDO_0010585,X-linked hypohidrotic ectodermal dysplasia,ENSG00000158813,EDA,0.8501860083919144,375.0,1896
509779,MONDO_0010589,"Aarskog-Scott syndrome, X-linked",ENSG00000102302,FGD1,0.8135408969815099,89.0,2245
510712,MONDO_0010592,focal dermal hypoplasia,ENSG00000102312,PORCN,0.8322772827022753,66.0,64840
510756,MONDO_0010602,hemophilia A,ENSG00000101981,F9,0.7516772155637899,112.0,2158
510929,MONDO_0010602,hemophilia A,ENSG00000185010,F8,0.8899803296018722,2000.0,2157
511002,MONDO_0010604,hemophilia B,ENSG00000101981,F9,0.8642482668470454,931.0,2158
511119,MONDO_0010604,hemophilia B,ENSG00000185010,F8,0.6462525297487933,98.0,2157
511362,MONDO_0010611,X-linked hydrocephalus with stenosis of the aqueduct of Sylvius,ENSG00000198910,L1CAM,0.8266578502130495,124.0,3897
511626,MONDO_0010613,inborn glycerol kinase deficiency,ENSG00000198814,GK,0.6382039872408596,16.0,2710
512304,MONDO_0010619,X-linked dominant hypophosphatemic rickets,ENSG00000102174,PHEX,0.7733986958242827,334.0,5251
512373,MONDO_0010621,CHILD syndrome,ENSG00000147383,NSDHL,0.8146331916042192,68.0,50814
512393,MONDO_0010622,recessive X-linked ichthyosis,ENSG00000101846,STS,0.7884081671722227,69.0,412
512595,MONDO_0010626,hyper-IgM syndrome type 1,ENSG00000102245,CD40LG,0.8258369117876085,195.0,959
512679,MONDO_0010626,hyper-IgM syndrome type 1,ENSG00000111732,AICDA,0.7295186174743172,27.0,57379
513421,MONDO_0010524,X-linked sideroblastic anemia with ataxia,ENSG00000131269,ABCB7,0.8150808969160832,44.0,22
513520,MONDO_0010180,autosomal recessive spondylocostal dysostosis,ENSG00000090932,DLL3,0.7014086374642927,115.0,10683
513538,MONDO_0010180,autosomal recessive spondylocostal dysostosis,ENSG00000106003,LFNG,0.6448054951177554,141.0,3955
513720,MONDO_0010180,autosomal recessive spondylocostal dysostosis,ENSG00000179111,HES7,0.6716428160698688,50.0,84667
513732,MONDO_0010180,autosomal recessive spondylocostal dysostosis,ENSG00000188095,MESP2,0.6846948127674221,152.0,145873
513813,MONDO_0010183,methylmalonic aciduria and homocystinuria type cblF,ENSG00000168216,LMBRD1,0.7420299649140435,139.0,55788
513817,MONDO_0010184,methylmalonic aciduria and homocystinuria type cblC,ENSG00000132763,MMACHC,0.8362960815739824,339.0,25974
513840,MONDO_0010185,methylmalonic aciduria and homocystinuria type cblD,ENSG00000168288,MMADHC,0.7972087019114534,179.0,27249
513844,MONDO_0010187,"vitamin K-dependent clotting factors, combined deficiency of, type 1",ENSG00000115486,GGCX,0.7019722105528292,199.0,2677
513895,MONDO_0010188,familial isolated deficiency of vitamin E,ENSG00000137561,TTPA,0.7985709689714047,131.0,7274
513963,MONDO_0010191,von Willebrand disease 3,ENSG00000110799,VWF,0.7739630916631072,301.0,7450
514040,MONDO_0010193,Weaver syndrome,ENSG00000106462,EZH2,0.8109091979700822,274.0,2146
514227,MONDO_0010196,Werner syndrome,ENSG00000165392,WRN,0.8257910763197747,2743.0,7486
514438,MONDO_0010200,Wilson disease,ENSG00000123191,ATP7B,0.8656371648277956,2283.0,540
514690,MONDO_0010204,lysosomal acid lipase deficiency,ENSG00000107798,LIPA,0.7856595918563168,191.0,3988
514928,MONDO_0010208,wrinkly skin syndrome,ENSG00000185344,ATP6V0A2,0.7609879734587038,45.0,23545
514991,MONDO_0010209,xanthinuria type I,ENSG00000158125,XDH,0.7572253313523708,272.0,7498
515038,MONDO_0010210,xeroderma pigmentosum group A,ENSG00000136936,XPA,0.8177576266084738,125.0,7507
515051,MONDO_0010211,xeroderma pigmentosum group C,ENSG00000154767,XPC,0.756242368956676,16.0,7508
515059,MONDO_0010212,xeroderma pigmentosum group D,ENSG00000104884,ERCC2,0.7795904164649873,21.0,2068
515072,MONDO_0010213,xeroderma pigmentosum group E,ENSG00000134574,DDB2,0.7923809856464782,67.0,1643
515078,MONDO_0010214,xeroderma pigmentosum variant type,ENSG00000170734,POLH,0.7661100612789356,239.0,5429
515083,MONDO_0010215,xeroderma pigmentosum group F,ENSG00000175595,ERCC4,0.7895882473481324,20.0,2072
515105,MONDO_0010216,xeroderma pigmentosum group G,ENSG00000134899,ERCC5,0.7980680517917315,21.0,2073
515129,MONDO_0010217,de Sanctis-Cacchione syndrome,ENSG00000225830,ERCC6,0.6896766191140296,134.0,2074
515734,MONDO_0010221,CHIME syndrome,ENSG00000108474,PIGL,0.7812146215905498,79.0,9487
515753,MONDO_0010222,X-linked Opitz G/BBB syndrome,ENSG00000101871,MID1,0.798147976246098,57.0,4281
515761,MONDO_0010224,corpus callosum agenesis-abnormal genitalia syndrome,ENSG00000004848,ARX,0.7444772160560816,21.0,170302
515953,MONDO_0010225,Dent disease type 1,ENSG00000171365,CLCN5,0.8399195755675637,199.0,1184
516047,MONDO_0010233,"heterotopia, periventricular, X-linked dominant",ENSG00000196924,FLNA,0.8106634834342091,1684.0,2316
516109,MONDO_0010235,X-linked intellectual disability-psychosis-macroorchidism syndrome,ENSG00000169057,MECP2,0.8032474694904129,111.0,4204
516162,MONDO_0010239,lissencephaly type 1 due to doublecortin gene mutation,ENSG00000077279,DCX,0.8573568380146805,95.0,1641
516326,MONDO_0010246,"developmental and epileptic encephalopathy, 9",ENSG00000165194,PCDH19,0.8391396042052752,763.0,57526
516752,MONDO_0010248,X-linked spondyloepimetaphyseal dysplasia,ENSG00000182492,BGN,0.7323078468683357,25.0,633
516792,MONDO_0010256,"intellectual disability, X-linked 21",ENSG00000169306,IL1RAPL1,0.6676826583691253,42.0,11141
516795,MONDO_0010258,MEHMO syndrome,ENSG00000130741,EIF2S3,0.7961982427149877,31.0,1968
516877,MONDO_0010261,"microphthalmia, syndromic 2",ENSG00000183337,BCOR,0.8037086962144844,272.0,54880
516909,MONDO_0010264,X-linked adrenal hypoplasia congenita,ENSG00000169297,NR0B1,0.8109273410916347,168.0,190
516912,MONDO_0010265,Simpson-Golabi-Behmel syndrome type 2,ENSG00000046651,OFD1,0.749220676032515,74.0,8481
516938,MONDO_0010266,"intellectual disability, X-linked 58",ENSG00000156298,TSPAN7,0.6217718451714584,10.0,7102
516946,MONDO_0010268,X-linked lissencephaly with abnormal genitalia,ENSG00000004848,ARX,0.7948172030938891,61.0,170302
517452,MONDO_0010275,"spondyloepimetaphyseal dysplasia, Bieganski type",ENSG00000156709,AIFM1,0.685716085785179,21.0,9131
517496,MONDO_0010278,Christianson syndrome,ENSG00000198689,SLC9A6,0.8068079244472356,265.0,10479
517504,MONDO_0010283,syndromic X-linked intellectual disability Lubs type,ENSG00000169057,MECP2,0.7297615233310344,43.0,4204
517508,MONDO_0010284,Armfield syndrome,ENSG00000071859,FAM50A,0.6568280971580803,10.0,9130
517530,MONDO_0010286,syndromic X-linked intellectual disability Siderius type,ENSG00000172943,PHF8,0.7593077470280881,38.0,23133
517590,MONDO_0010294,X-linked severe congenital neutropenia,ENSG00000015285,WAS,0.7889422217575233,259.0,7454
518096,MONDO_0010295,anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,ENSG00000269335,IKBKG,0.6764506143327781,12.0,8517
518178,MONDO_0010298,Lesch-Nyhan syndrome,ENSG00000165704,HPRT1,0.8421908917868585,332.0,3251
518276,MONDO_0010299,hypoxanthine guanine phosphoribosyltransferase partial deficiency,ENSG00000165704,HPRT1,0.8051295117082087,94.0,3251
518479,MONDO_0010305,creatine transporter deficiency,ENSG00000130821,SLC6A8,0.8335837923231071,594.0,6535
518490,MONDO_0010306,"X-linked intellectual disability, Cabezas type",ENSG00000158290,CUL4B,0.7973909886338206,82.0,8450
518527,MONDO_0010308,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",ENSG00000102145,GATA1,0.7762794792293958,33.0,2623
518853,MONDO_0010310,osteopathia striata with cranial sclerosis,ENSG00000184675,AMER1,0.7752323860999093,46.0,139285
519347,MONDO_0010311,Becker muscular dystrophy,ENSG00000198947,DMD,0.783373148459208,1471.0,1756
519386,MONDO_0010317,"intellectual disability, X-linked, with or without seizures, arx-related",ENSG00000004848,ARX,0.7304151676268483,338.0,170302
519389,MONDO_0010318,FG syndrome 4,ENSG00000147044,CASK,0.7844483123130082,45.0,8573
519503,MONDO_0010319,syndromic X-linked intellectual disability Hedera type,ENSG00000182220,ATP6AP2,0.6658225284839775,101.0,10159
519589,MONDO_0010327,HSD10 mitochondrial disease,ENSG00000072506,HSD17B10,0.8246290361624308,44.0,3028
520441,MONDO_0010334,severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,ENSG00000185825,BCAP31,0.7324767355543419,15.0,10134
520467,MONDO_0010337,X-linked intellectual disability-cerebellar hypoplasia syndrome,ENSG00000079482,OPHN1,0.7356558425847471,47.0,4983
520478,MONDO_0010338,X-linked distal spinal muscular atrophy type 3,ENSG00000165240,ATP7A,0.7918760986511428,810.0,538
520484,MONDO_0010339,X-linked epilepsy-learning disabilities-behavior disorders syndrome,ENSG00000008056,SYN1,0.6817460926057294,251.0,6853
520500,MONDO_0010354,Allan-Herndon-Dudley syndrome,ENSG00000147100,SLC16A2,0.8441009195948167,163.0,6567
520508,MONDO_0010355,syndromic X-linked intellectual disability Claes-Jensen type,ENSG00000126012,KDM5C,0.8009720734944095,97.0,8242
520562,MONDO_0010356,nephrogenic syndrome of inappropriate antidiuresis,ENSG00000126895,AVPR2,0.7083015442945988,46.0,554
520693,MONDO_0010359,Dent disease type 2,ENSG00000122126,OCRL,0.8011929502563304,65.0,4952
521027,MONDO_0010367,SHOX-related short stature,ENSG00000185960,SHOX,0.6191965098928421,30.0,6473
521038,MONDO_0010371,Aland island eye disease,ENSG00000102001,CACNA1F,0.6618590713706897,11.0,778
521057,MONDO_0010375,"developmental and epileptic encephalopathy, 8",ENSG00000131089,ARHGEF9,0.7651014750317376,209.0,23229
521074,MONDO_0010378,X-linked hereditary sensory and autonomic neuropathy with hearing loss,ENSG00000156709,AIFM1,0.6614620980038985,10.0,9131
521091,MONDO_0010379,Brunner syndrome,ENSG00000189221,MAOA,0.7712518159788213,79.0,4128
521120,MONDO_0010382,fragile X-associated tremor/ataxia syndrome,ENSG00000102081,FMR1,0.7288057594363304,102.0,2332
521335,MONDO_0010383,fragile X syndrome,ENSG00000102081,FMR1,0.7942938472777086,1269.0,2332
522036,MONDO_0010386,immunodeficiency 33,ENSG00000269335,IKBKG,0.791760481121714,32.0,8517
522065,MONDO_0010392,glycogen storage disease due to phosphoglycerate kinase 1 deficiency,ENSG00000102144,PGK1,0.810199623214687,67.0,5230
522145,MONDO_0010395,phosphoribosylpyrophosphate synthetase superactivity,ENSG00000147224,PRPS1,0.7945213809781231,63.0,5631
522174,MONDO_0010397,severe neonatal-onset encephalopathy with microcephaly,ENSG00000169057,MECP2,0.7887136569639717,619.0,4204
522184,MONDO_0010401,X-linked myopathy with postural muscle atrophy,ENSG00000022267,FHL1,0.7945746922714184,271.0,2273
